CAMIS,RESTAURANT,BUILDING,STREET,ZIPCODE,PHONE,CUISINE_DESCRIPTION,CRITICALFLAG
41629167,HAIR OF THE DOG,168,ORCHARD STREET,10002.0,2124777771,American,Not Critical
50101902,XI'AN FAMOUS FOODS,37,WEST   43 STREET,10036.0,2127862068,Southeast Asian,Critical
50036334,JUICE GENERATION,599,LEXINGTON AVENUE,10022.0,2127584276,Soups_Salads_Sandwiches_Beverages,Critical
50088599,D'NUEZ RESTAURANT,501,WEST  133 STREET,10027.0,3477344106,Spanish,Critical
50073147,A SLICE OF NEW YORK,727,8 AVENUE,10036.0,9298882744,Pizza,Critical
40783903,GRADISCA RESTAURANT,126,WEST   13 STREET,10011.0,2126914886,Italian,Critical
50102396,SALTWATER COFFEE,126,WAVERLY PLACE,10011.0,9178812245,Coffee/Tea,Critical
41686787,SPICE SYMPHONY,182,LEXINGTON AVENUE,10016.0,2125457742,Indian Subcontinent,Critical
41249363,ROASTING PLANT,81,ORCHARD STREET,10002.0,2127757755,Coffee/Tea,Critical
50111451,THE VIEW,10,BATTERY PLACE,10004.0,3472312722,American,Critical
50010894,SU KHUM VIT 51,224,EAST   51 STREET,10022.0,2128888894,Thai,Critical
41076270,CITY PERK,15,PENN PLAZA,10001.0,6464572354,Coffee/Tea,Not Critical
41678381,MOTI MAHAL DELUX,1149,1 AVENUE,10065.0,2123713535,Indian Subcontinent,Not Critical
40576196,MARIELLA PIZZA,965,LEXINGTON AVENUE,10021.0,2122492065,Pizza,Not Critical
50082385,THAI DIRECT BOWLS,131,AVENUE A,10009.0,6463701122,Thai,Critical
40365166,CORNER BISTRO,331,WEST    4 STREET,10014.0,2122429502,American,Not Critical
50089158,POSH POP BAKESHOP,192,BLEECKER STREET,10012.0,2126747674,Bakery,Critical
50045649,KING GARDEN RESTAURANT,1,WEST  137 STREET,10037.0,2128628818,Chinese,Not Critical
50001649,THE EAST POLE,133,EAST   65 STREET,10065.0,2122492222,American,Critical
41643160,BEER CART\ICE CREAM EXPRESS,2,PENN PLAZA,10121.0,2126300320,Frozen Desserts,Critical
41228760,THE KITCHEN SINK,88,2 AVENUE,10003.0,2124208050,American,Not Critical
50086180,OATH PIZZA,1140,3 AVENUE,10065.0,2129884300,Pizza,Not Critical
50074810,TURNTABLE CHICKEN & ROCK,290,5 AVENUE,10001.0,2129672323,Korean,Critical
40961447,MESON SEVILLA RESTAURANT,344,WEST   46 STREET,10036.0,2122625890,Spanish,Not Critical
50084955,Osteria Laura NYC,1890,ADAM CLAYTON POWELL JR BOULEVARD,,9172616575,Italian,Not Critical
40512617,ZARO'S BREAD BASKET,89,EAST   42 STREET,10017.0,2122920163,Bakery,Critical
50042380,LA VELA DINING AND BAR,558,11 AVENUE,10036.0,2126952112,Italian,Not Critical
41542304,JUNOON,27,WEST   24 STREET,10010.0,2124902100,Indian Subcontinent,Not Critical
50086798,JOE COFFEE,0,GRAND CENTRAL TERMINAL,10017.0,9178251654,Coffee/Tea,Critical
50061076,GOOD HEALTH CAFE,1435,1 AVENUE,10021.0,2125179898,Soups_Salads_Sandwiches_Beverages,Not Critical
50112528,ZEPPOLA ITALIAN BAKERY,499,FASHION AVENUE,10018.0,6467704000,Italian,Critical
50038614,HAYMAKER BAR & KITCHEN,252,WEST   29 STREET,10001.0,6464298237,American,Critical
50040442,BY THE WAY BAKERY,1236,LEXINGTON AVENUE,10028.0,2128770806,Jewish/Kosher,Not Critical
50079810,ANA RAMEN,457,WEST   50 STREET,10019.0,9173883895,Thai,Not Critical
50084243,DOMINO'S,1841,1 AVENUE,10128.0,2129967800,Pizza,Not Critical
50012296,GOLDEN WOK CHINESE RESTAURANT,209,8 AVENUE,10011.0,2126200712,Chinese,Critical
50018350,SONS OF THUNDER,204,EAST   38 STREET,10016.0,6468633312,American,Critical
50099542,MIGHTY CATCH,940,COLUMBUS AVENUE,10025.0,9173883668,Seafood,Not Critical
50102031,MOGE TEE,379,1 AVENUE,10010.0,6463705846,Soups_Salads_Sandwiches_Beverages,Critical
50033339,BITE OF HONG KONG,81,CHRYSTIE STREET,10002.0,9176601103,Chinese,Critical
41118839,NOBU FIFTY SEVEN,40,WEST   57 STREET,10019.0,2127578559,Japanese,Critical
41488494,BURGOS RESTAURANT,206,DYCKMAN STREET,10040.0,2125693939,Latin American,Critical
40364691,THE GEORGIAN SUITE KITCHEN,1A,EAST   77 STREET,10075.0,2127341468,European,Critical
50080673,RALPH'S FAMOUS ITALIAN ICES,370,2 AVENUE,10010.0,9174090027,Frozen Desserts,Not Critical
50061303,MIGHTY BOWL,817,2 AVENUE,10017.0,3476401888,Southeast Asian,Not Critical
50078073,DOMINO'S,4797,BROADWAY,10034.0,2125678600,Pizza,Not Critical
50000036,BELLE REVE,305,CHURCH STREET,10013.0,2126800101,American,Not Critical
41117086,SABOR A MEXICO II,233,EAST   77 STREET,10075.0,2124398301,Mexican,Not Critical
50057161,SOFT SWERVE,85B,ALLEN STREET,10002.0,6464766311,Frozen Desserts,Critical
50043779,CAFFE BENE,208,AVENUE A,10009.0,2125107957,Coffee/Tea,Not Critical
50081579,BLISS BOWL,89,WASHINGTON STREET,10006.0,2126689888,Soups_Salads_Sandwiches_Beverages,Critical
50038052,OLLIES TO GO,2425,BROADWAY,10024.0,2128772298,Chinese,Not Critical
50074319,ESPRESSO MATTO,3495,BROADWAY,10031.0,2122444281,Coffee/Tea,Critical
41297930,THE HORNY RAM,951,2 AVENUE,10022.0,2128322021,American,Not Critical
50018553,TEXAS FRIED CHICKEN,2144,8 AVENUE,10026.0,3472812013,Chicken,Not Critical
50080311,LITTLE BEET,1065,AVENUE OF THE AMERICAS,10018.0,9173387111,American,Critical
50093770,RITENOW,8,EAST   38 STREET,10016.0,6468690143,American,Not Critical
50103990,MULLIGANS,267,MADISON AVENUE,10016.0,2122860207,Irish,Not Critical
50070437,& PIZZA,740,BROADWAY,10003.0,2127772042,Pizza,Critical
41434581,DELIMARIE,106,DUANE STREET,10007.0,2123496902,American,Not Critical
50090750,NB WING WONG,42,BOWERY,10013.0,6464907468,Chinese,Critical
40423705,ZARO'S BAKERY,89,EAST   42 STREET,10017.0,2123767619,American,Critical
41642195,NBC,1221,6 AVENUE,10036.0,2126644454,American,Not Critical
50070744,WASABI SUSHI BENTO 6TH AVE,1016,6 AVENUE,10018.0,9172614132,Japanese,Critical
41679739,FRAME GOURMET EATERY,424,WEST   33 STREET,10001.0,2122733730,American,Critical
41556790,FIVE GUYS FAMOUS BURGERS AND FRIES,2847,BROADFWAY,,2126787701,American,Critical
50093674,CAFE KITSUNE,550,HUDSON STREET,10014.0,6467558158,American,Critical
50097884,EL BARRISTA CAFE,2154,3 AVENUE,10035.0,9298414350,Coffee/Tea,Not Critical
41709956,EFFYS AT THE 92Y,1395,LEXINGTON AVENUE,10128.0,2124155796,Mediterranean,Not Critical
41317385,GREEN KITCHEN DINER,1475,1 AVENUE,10075.0,2129884163,American,Not Critical
40860175,BELVEDERE CAFE,319,WEST   48 STREET,10036.0,2122457000,American,Critical
50046499,MARIACHI'S RESTAURANT,156,CHAMBERS STREET,10007.0,2125283175,Mexican,Critical
41282506,MAGNOLIA BAKERY,200,COLUMBUS AVENUE,10023.0,2127248101,Bakery,Not Critical
41006744,STARBUCKS,770,8 AVENUE,10036.0,2128309001,Coffee/Tea,Critical
50072200,THAI 72,128,WEST   72 STREET,10023.0,2124966153,Thai,Critical
50088291,SWEETCATCH POKE,642,LEXINGTON AVENUE,10022.0,2125931020,American,Not Critical
50059197,ARCHDIOCESES OF NY,1011,1 AVENUE,10022.0,6467942280,American,Not Critical
50087175,GREEN BLEND,387,8 AVENUE,10001.0,3475300826,Soups_Salads_Sandwiches_Beverages,Critical
50047803,IRVING FARM COFFEE ROASTERS,1424,3 AVENUE,10028.0,6468612949,Coffee/Tea,Critical
41510816,OUTBACK STEAKHOUSE,60,WEST   23 STREET,10010.0,2129893122,Barbecue & Steakhouse,Not Critical
50060916,HWA YUAN SZECHUAN,42,EAST BROADWAY,10002.0,9173654499,Chinese,Critical
40388640,THE CORNELL CENTER OF NEW YORK,6,EAST   44 STREET,10017.0,2129860300,American,Not Critical
40803254,PALMA,28,CORNELIA STREET,10014.0,2126912223,Italian,Critical
40366661,BABY BO'S CANTINA,627,2 AVENUE,10016.0,2127792656,Tex-Mex,Not Critical
50036964,SUBWAY,300,WEST   17 STREET,10011.0,2126330300,Soups_Salads_Sandwiches_Beverages,Critical
50081110,Crown Fried Chicken,3351,BROADWAY,10031.0,7182246030,Chicken,Critical
41575449,MIDNIGHT EXPRESS DINER,1715,2 AVENUE,10128.0,2128602320,American,Not Critical
50074685,SITA THAI,3609A,BROADWAY,10031.0,6469015623,Thai,Critical
40888787,POPEYES,53,WEST  116 STREET,10026.0,2122890440,Chicken,Not Critical
50071839,FRIEDMANS,228,WEST   47 STREET,10036.0,6468761232,American,Not Critical
50003964,EMERALD INN,250,WEST   72 STREET,10023.0,2128748840,Irish,Critical
50093418,NBHD BRULEE,2620,FREDERICK DOUGLASS BOULEVARD,,9172072081,Coffee/Tea,Not Critical
50086684,12TH ST. ALE HOUSE,192,2 AVENUE,10003.0,2122532323,Soups_Salads_Sandwiches_Beverages,Critical
41690699,NEW OCEAN,393,LENOX AVENUE,10027.0,2122899293,Chinese,Not Critical
50097837,DOUZO,63,DELANCEY STREET,10002.0,2129256200,Japanese,Not Critical
50036360,HOUSEMAN RESTAURANT,508,GREENWICH STREET,10013.0,2126410654,American,Critical
41103419,MERCADO'S CUISINE,1759,LEXINGTON AVENUE,10029.0,2124102793,Latin American,Not Critical
40403721,SIMPSON THACHER AND BARTLET CAFE,425,LEXINGTON AVENUE,10017.0,2124552534,American,Critical
50045194,BURP BOWL CAFE,134,EAST   27 STREET,10016.0,6464921082,Chinese,Not Critical
40620726,NINO'S RESTAURANT,1354,1 AVENUE,10021.0,2129880002,Italian,Critical
50016081,AUGUST,791,LEXINGTON AVENUE,10065.0,2129351433,American,Not Critical
41468186,SUBWAY,437,PARK AVENUE SOUTH,10016.0,2126861222,Soups_Salads_Sandwiches_Beverages,Critical
50016586,OTTO'S TACOS,131,7 AVENUE SOUTH,10014.0,6466570646,Tex-Mex,Not Critical
41398570,PRONTO PIZZA,114,LIBERTY STREET,10006.0,2123749595,Pizza,Not Critical
50070172,HUA JI PORK CHOP,7,ALLEN STREET,10002.0,2122199876,Chinese,Critical
50082366,DUNKIN,850,8 AVENUE,10019.0,2128052723,Bakery,Critical
50076081,MUSES 35 BAR & KARAOKE,248,WEST   35 STREET,10001.0,6466698050,Other,Critical
41564700,SARABETH'S,339,GREENWICH STREET,10013.0,2129660421,American,Not Critical
41242148,GABBY O'HARA'S,123,WEST   39 STREET,10018.0,2122788984,Irish,Not Critical
50069349,WOK CHI,89,EAST   42 STREET,10017.0,9419072134,Chinese,Critical
40663950,FOOD FOR THOUGHT CATERED EVENTS,130,WEST   25 STREET,10001.0,2129294689,American,Critical
40998586,TRUMP BAR,725,5 AVENUE,10022.0,2127157290,American,Critical
40856837,BURRITO BOX,885,9 AVENUE,10019.0,2124896889,Tex-Mex,Critical
41482120,LOTUS LUCKY EXPRESS,4840,BROADWAY,10034.0,2125698899,Chinese,Critical
50001468,BLUE RIBBON FRIED CHICKEN,28,EAST    1 STREET,10003.0,2122280404,Chicken,Critical
41343720,LA MINITA RESTAURANT,3855,10 AVENUE,10034.0,2125690777,Latin American,Not Critical
50085999,BIGA,3,CLINTON STREET,10002.0,9172658453,Italian,Not Critical
50076191,JOLLIBEE,609,8 AVENUE,10018.0,2129942711,Chicken,Critical
41623737,CORKBUZZ WINE STUDIO,13,EAST   13 STREET,10003.0,6468736071,American,Critical
40939686,KATRA,217,BOWERY,10002.0,2124733113,American,Critical
41491097,SUBWAY,716,3 AVENUE,10017.0,2126828685,Soups_Salads_Sandwiches_Beverages,Not Critical
50111076,Two Hands 250,250,MOTT STREET,10012.0,9177971854,American,Critical
50060612,MEXICUE,160,8TH AVE,10011.0,6466493133,Mexican,Critical
40532870,STARBUCKS,124,8 AVENUE,10011.0,2124622020,Coffee/Tea,Not Critical
50101068,JOE'S SHANGHAI RESTAURANT,46-48,BOWERY,10013.0,7183218981,Chinese,Not Critical
50007352,RACINES,94,CHAMBERS STREET,10007.0,2122273400,French,Critical
40880634,STARBUCKS,241,CANAL STREET,10013.0,2122192725,Coffee/Tea,Not Critical
50067247,STARBUCKS COFFEE #49952,450,WEST   33 STREET,10001.0,2126159700,Coffee/Tea,Not Critical
41148810,TROPICAL SPANISH RESTAURANT,3771,BROADWAY,10032.0,2124914300,Spanish,Not Critical
50067901,129 GOURMET DELI & GROCERY,129,EAST   45 STREET,10017.0,2126974797,American,Critical
50104833,HOMEMADE BY MIRIAM,88,WEST BROADWAY,10007.0,6463098280,Middle Eastern,Critical
41623475,POTBELLY SANDWICH WORKS,501,7 AVENUE,10018.0,6462894205,American,Not Critical
40930516,RAVAGH PERSIAN GRILL,11,EAST   30 STREET,10016.0,2126960300,Middle Eastern,Critical
41715927,GRUPPO,98,AVENUE B,10009.0,2129952100,Pizza,Critical
40855909,TARALLUCCI E VINO,163,1 AVENUE,10003.0,2123881190,Italian,Not Critical
50101495,BLACK IRON BURGER,787,7 AVENUE,10019.0,6462019695,American,Not Critical
50101034,CAFE GRUMPY,115,DELANCEY STREET,10002.0,7183830748,Coffee/Tea,Critical
50091290,NANA THAI STREET,31,EAST   21 STREET,10010.0,212_420_75,Thai,Not Critical
41589520,FAIRFIELD INN,330,WEST   40 STREET,10018.0,2129679494,American,Critical
50037985,PICK AND EAT 2,4932,BROADWAY,10034.0,2127950056,American,Critical
50098700,D K,207,WEST   36 STREET,10018.0,2126955220,American,Critical
41640950,CHIPOTLE MEXICAN GRILL,71,SPRING STREET,10012.0,6469375202,Tex-Mex,Not Critical
50092079,BARCHA,2241,1 AVENUE,10029.0,6464550046,Latin American,Critical
50042555,NISH NUSH,41,JOHN STREET,10038.0,2125776474,Jewish/Kosher,Critical
41270498,STARBUCKS,301,WEST  145 STREET,10039.0,2126907835,Coffee/Tea,Not Critical
41277451,MARKET TABLE,54,CARMINE STREET,10014.0,2122552100,American,Critical
50091999,THE TANG,920,AMSTERDAM AVENUE,10025.0,6465967970,Chinese,Not Critical
40785023,SAHARA EAST RESTAURANT,184,1 AVENUE,10009.0,2123539000,Spanish,Not Critical
41636061,JACK'S WIFE FREDA,224,LAFAYETTE STREET,10012.0,2125108550,American,Not Critical
40933757,THE WORLD BAR,845,UNITED NATIONS PLAZA,10017.0,2129359361,American,Not Critical
41559193,SUBWAY,165,CHURCH STREET,10007.0,2124067582,Soups_Salads_Sandwiches_Beverages,Not Critical
50059347,ATLA,372,LAFAYETTE STREET,10012.0,6468376464,Mexican,Critical
40512297,BARRACUDA BAR,275,WEST   22 STREET,10011.0,2126458613,American,Critical
50060922,POKEWORKS,23,EAST   15 STREET,10003.0,6463959884,American,Critical
40811162,CARMINE'S,2450,BROADWAY,10024.0,2123622200,Italian,Critical
50042664,MR PURPLE,180,ORCHARD STREET,10002.0,2122371790,American,Critical
50105043,CHIPOTLE MEXICAN GRILL #3544,885,10 AVENUE,10019.0,6463705735,Tex-Mex,Not Critical
50014465,MIYABI SUSHI & ASIAN CUISINE,118,WEST    3 STREET,10012.0,2122281688,Japanese,Not Critical
40869524,"HARLEM BAR-B-Q, NABE HARLEM",2367,8 AVENUE,10027.0,2122221922,Barbecue & Steakhouse,Critical
50097348,BOILERY,58,3 AVENUE,10003.0,6468385556,Chinese,Critical
50113454,VIVI BUBBLE TEA,170,WEST   23 STREET,10011.0,9176605808,Coffee/Tea,Not Critical
50066577,16 HANDLES,1000S,8 AVENUE,10019.0,2126649608,Frozen Desserts,Not Critical
50066224,PATISSERIE,225,LIBERTY STREET,10280.0,2129818588,Bakery,Not Critical
50087656,L'AVENUE AT SAKS,611,5 AVENUE,10022.0,2129404920,French,Critical
50013026,CHIPOTLE MEXICAN GRILL,1020,3 AVENUE,10065.0,6462139692,Tex-Mex,Not Critical
50033845,DIMES,49,CANAL STREET,10002.0,2129251300,American,Critical
50099506,ROYAL FRIED CHICKEN,13,AVENUE D,10009.0,2123530221,Chicken,Critical
50061461,TERMINAL 5,610,WEST   56 STREET,10019.0,2813630900,American,Not Critical
50017045,JUST SALAD,140,8 AVENUE,10011.0,6463959906,Soups_Salads_Sandwiches_Beverages,Not Critical
41719056,CHINA MOON,7,EAST   47 STREET,10017.0,2122074787,Chinese,Critical
41021523,VILLAGE VANGUARD,178,7 AVENUE SOUTH,10014.0,2122554037,American,Critical
50087314,SAUCE PIZZERIA,84,RIVINGTON STREET,10002.0,9176757240,Pizza,Not Critical
50041388,HARPER'S BREAD HOUSE,271,GRAND STREET,10002.0,9174708059,Bakery,Critical
50037372,EMPANADAS MONUMENTAL,3772,BROADWAY,10032.0,6465592502,Spanish,Not Critical
50109423,NOIDUE PIZZA,143,WEST   69 STREET,10023.0,2127122222,Pizza,Critical
40535467,CHIU HONG BAKERY,161,MOTT STREET,10013.0,2129667664,Bakery,Critical
41042010,TIA POL,205,10 AVENUE,10011.0,2126758805,Spanish,Not Critical
50000005,LA RUBIA RESTAURANT,3517,BROADWAY,10031.0,2126941616,Latin American,Critical
50095357,SWEET REHAB PASTRY SHOP,135,SULLIVAN STREET,10012.0,3472339375,Bakery,Not Critical
50046405,MUGHLAI INDIAN CUISINE,329,3 AVENUE,10010.0,2128890909,Indian Subcontinent,Not Critical
41583613,CHELSEA DELI,301,10 AVENUE,10001.0,2122440500,Soups_Salads_Sandwiches_Beverages,Critical
40988156,BIDDY'S PUB,301,EAST   91 STREET,10128.0,2125344785,American,Critical
41074207,SMALLS JAZZ CLUB,183,WEST   10 STREET,10014.0,6468230596,American,Not Critical
41208080,SUBWAY,250,WEST   54 STREET,10019.0,2125414719,Soups_Salads_Sandwiches_Beverages,Not Critical
50072997,BUA THAI RAMEN & ROBATA GRILL,1611,2 AVENUE,10028.0,2128797999,Thai,Critical
40397486,CREDIT AGRICOLE-CBI EXECUTIVE ROOM,1301,AVENUE OF THE AMERICAS,10019.0,2122617104,French,Critical
41395881,THE VIG BAR,12,SPRING STREET,10012.0,2126250011,American,Not Critical
41605054,TOMPKINS SQUARE BAGELS,165,AVENUE A,10009.0,6463516520,Bakery,Not Critical
50106587,CARNEGIE PIZZA,200,WEST   41 STREET,10036.0,2127774141,Pizza,Critical
41046685,CREPES ON COLUMBUS,990,COLUMBUS AVENUE,10025.0,2122220259,French,Not Critical
50080329,PLEROMA,220,EAST   42 STREET,10017.0,2129222146,Soups_Salads_Sandwiches_Beverages,Critical
50067128,DEMITASSE COFFEE & TEA,973,COLUMBUS AVENUE,10025.0,6463717186,Coffee/Tea,Critical
50044799,BEST WINGERS,711,2 AVENUE,10016.0,2129730690,Chicken,Critical
50063463,VIVA MEXICO MEXICAN CUISINE,1577,SAINT NICHOLAS AVENUE,10040.0,9172614686,Mexican,Critical
41709604,TEXAS CHICKEN & BURGERS,3486,BROADWAY,10031.0,6469186207,Chicken,Critical
50081523,HANDSOME RICE,133,EAST   31 STREET,10016.0,9179652944,Korean,Critical
50094711,CHAMPIGNON,200,7 AVENUE,10011.0,2123664410,Mediterranean,Not Critical
50005547,DUNKIN,48,WEST   37 STREET,10018.0,2123959280,Bakery,Critical
40394357,ABITINO'S PIZZA,733,2 AVENUE,10016.0,2126611919,Pizza,Not Critical
41444809,"PRINT RESTAURANT, PRESS LOUNGE/BANQUET KITCHEN",653,11 AVENUE,10036.0,2127572294,American,Critical
50047245,ALBION,575,2 AVENUE,10016.0,9174005280,American,Critical
41559459,FLOR DE BROADWAY RESTAURANT,3395,BROADWAY,10031.0,2122811556,Latin American,Not Critical
50063811,TRAMEZZINI NYC,309,EAST HOUSTON STREET,10002.0,6462046890,Italian,Not Critical
50077940,KYMA,15,WEST   18 STREET,10011.0,2122685555,European,Critical
50065904,BARROW STREET ALE HOUSE,15,BARROW STREET,10014.0,2126910282,American,Not Critical
50067638,DAMO,330B,WEST   58 STREET,10019.0,2127078248,American,Not Critical
50037961,JAM'S,1414,AVENUE OF THE AMERICAS,10019.0,2127032007,American,Critical
50068173,DON'S BOGAM BLACK,276,5 AVENUE,10001.0,2126852727,Korean,Critical
40849391,ENNJU,20,EAST   17 STREET,10003.0,6463367004,Japanese,Critical
50037084,PARM RESTAURANT,250,VESEY STREET,10281.0,2127764927,Italian,Critical
50059265,PINCH CHINESE,177,PRINCE STREET,10012.0,7169081689,Chinese,Critical
50074248,BAKE CULTURE,48,BOWERY,10013.0,6468582898,Bakery,Critical
50002514,SHAKE SHACK,49,GRAND CENTRAL TERMINAL,10017.0,6465175805,American,Not Critical
50058732,OFFICE COFFEE,267,CANAL STREET,10013.0,6468618623,Coffee/Tea,Critical
50053977,GREGORY'S COFFEE,874,AVENUE OF THE AMERICAS,10001.0,6464783838,Coffee/Tea,Not Critical
41163622,POPEYES,601,WEST  191 STREET,10040.0,2127953614,Chicken,Not Critical
50076881,AT NINE RESTAURANT & BAR,592,9 AVENUE,10036.0,2122654499,Thai,Not Critical
50057052,THE FLOWER SHOP,107,ELDRIDGE STREET,10002.0,2122574072,American,Not Critical
40620325,BOND ST,6,BOND STREET,10012.0,2127772500,Japanese,Critical
50059251,GREGORYS COFFEE,485,MADISON AVENUE,10022.0,6469829968,Coffee/Tea,Not Critical
50086704,TOMIZ,18,EAST   41 STREET,10017.0,2127790740,Japanese,Not Critical
50106932,KRISPY KREME DOUGHNUT,2563,BROADWAY,10025.0,7188871220,Other,Not Critical
50079385,GC EGG ROLLS HOUSE,28,FORSYTH STREET,10002.0,2122198527,Bakery,Not Critical
50098725,SWEETGREEN,7,PENNSLYVANIA PLAZA,,6469924200,Soups_Salads_Sandwiches_Beverages,Critical
40698274,POLPETTE 71,71,WEST   71 STREET,10023.0,2128751512,Italian,Not Critical
41247170,CHENNAI GARDEN,127,EAST   28 STREET,10016.0,2126857301,Indian Subcontinent,Critical
50092955,SWEETCATCH POKE,66,MADISON AVENUE,10016.0,2124814020,American,Critical
40379149,MONTE'S,97,MACDOUGAL STREET,10012.0,2122289194,Italian,Not Critical
40369521,KNICKERBOCKER BAR & GRILL,33,UNIVERSITY PLACE,10003.0,2122288490,American,Not Critical
50104815,MISHKA SOHO,519,BROOME STREET,10013.0,9178658001,Middle Eastern,Critical
41648187,EL NUEVO SANDY RESTAURANT,2261,2 AVENUE,10035.0,2123488654,Latin American,Not Critical
40970904,MERRION SQUARE,1840,2 AVENUE,10128.0,2128317696,American,Critical
50071553,NEW LIFE JUICE BAR & LOUNGE,67,SAINT NICHOLAS AVENUE,10026.0,6466923600,Soups_Salads_Sandwiches_Beverages,Critical
41674655,LA FONDA RESTAURANT AND TAPAS BAR,169,EAST  106 STREET,10029.0,2124107292,Spanish,Not Critical
50108770,SHAKE SHACK BRYANT PARK,120,WEST   42 STREET,10036.0,6465176142,Soups_Salads_Sandwiches_Beverages,Not Critical
50113990,TRUEDAN,208,GRAND STREET,10013.0,9179818098,Coffee/Tea,Critical
50102780,KINGWUU,131,WALKER STREET,10013.0,3473354655,Chinese,Critical
50087268,WAGAMAMA,1345,6 AVENUE,10105.0,3329006111,Southeast Asian,Critical
40813634,QUEEN OF SHEBA ETHIOPIAN RESTAURANT,650,10 AVENUE,10036.0,2123970610,African,Critical
50084756,WINSTON AND STRAWN LLP,200,PARK AVE,10017.0,2122948227,American,Critical
50102363,Muscle Maker Grill,691,10 AVENUE,10036.0,2127571010,American,Critical
41338303,"CAFE BRAVO, POMODORO PIZZA/PLANET GYRO",94,GREENWICH STREET,10006.0,2124064444,American,Critical
41391795,DREXLER'S,9,AVENUE A,10009.0,6465245226,American,Critical
41478828,LITTLE LUZZO'S,119,EAST   96 STREET,10128.0,2123692300,Pizza,Not Critical
50033434,WING BISTRO,1109,1 AVENUE,10065.0,9174751153,American,Critical
50079630,BEAN & BARLEY,2118,FREDERICK DOUGLASS BOULEVARD,,9148300980,American,Not Critical
41461860,LEX RESTAURANT,1370,LEXINGTON AVENUE,10128.0,2128605903,Italian,Critical
40903063,O-MAI,158,9 AVENUE,10011.0,2126330550,Southeast Asian,Not Critical
50097749,CONVENE,530,5 AVENUE,10036.0,7276887814,American,Critical
50081043,SQUARE CHICKEN & PIZZA,167,WEST   48 STREET,10036.0,6467999373,Chicken,Critical
41567044,EVELYN'S KITCHEN,2317,1 AVENUE,10035.0,6464767906,American,Not Critical
50019068,BA'AL CAFE AND FALAFEL,71,SULLIVAN STREET,10012.0,9176099779,Mediterranean,Critical
50095899,OMAKASE ROOM BY MAASER,321,BLEECKER STREET,10014.0,2127290636,Japanese,Not Critical
41626743,LENOX COFFEE,60,WEST  129 STREET,10027.0,6468337839,Coffee/Tea,Not Critical
41138977,PERRINE,2,EAST   61 STREET,10065.0,2129408195,American,Critical
50096254,LA PALAPA TACO BAR,600,11 AVENUE,10036.0,2127577774,Tex-Mex,Critical
41392668,KENNY'S BAKERY,126,DYCKMAN STREET,10040.0,2125698414,Bakery,Critical
50072680,FAMOUS FAMIGLIA PIZZA,83,MAIDEN LANE,10038.0,2124523333,Pizza,Not Critical
41658609,"THE SPOT CAFE, KOFOO",67,WEST   23 STREET,10010.0,2129242654,Soups_Salads_Sandwiches_Beverages,Not Critical
50071621,SHOREHAM HOTEL,33,WEST   55 STREET,10019.0,2122476700,American,Critical
41263879,THE HALF PINT,234,THOMPSON STREET,10012.0,2122601088,American,Critical
50016347,VIVI BUBBLE TEA,205,ALLEN STREET,10002.0,6264665027,Coffee/Tea,Not Critical
40377630,JOHNS CAFE & RESTAURANT,823,SECOND AVENUE,10017.0,2128674955,American,Critical
41598286,TAVERNA DI BACCO,175,LUDLOW STREET,10002.0,2124770077,Italian,Not Critical
41463512,MCDONALD'S,824,3 AVENUE,10022.0,6469186885,American,Not Critical
41706406,TANG PAVILION,65,WEST   55 STREET,10019.0,2129566888,Chinese,Critical
50100958,MINI MELANIE,75,9 AVENUE,10011.0,6466814747,Bakery,Not Critical
50049177,LOLITAS KITCHEN & BURGER HOUSE,1364,LEXINGTON AVENUE,10128.0,2127225055,Mexican,Not Critical
40909191,TRAILER PARK LOUNGE,271,WEST   23 STREET,10011.0,2124638000,American,Not Critical
41632866,CITY CAFE,35,WEST   43 STREET,10036.0,2127640444,Soups_Salads_Sandwiches_Beverages,Not Critical
41501681,SUBWAY,11,BROADWAY,10004.0,2122692830,Soups_Salads_Sandwiches_Beverages,Not Critical
50060972,JUPIOCA,1457,YORK AVENUE,10075.0,9178558011,Soups_Salads_Sandwiches_Beverages,Not Critical
40598699,BIG ALS CHICAGO PIZZA,9,THAMES STREET,10006.0,2129643269,Pizza,Critical
41283023,PIERRE LOTI CAFE WINE BAR,53,IRVING PLACE,10003.0,2127775684,Spanish,Not Critical
50016565,HARLEM PIZZA CO.,135,WEST  116 STREET,10026.0,2122229889,Pizza,Not Critical
50054588,THE JUILLIARD SCHOOL(ROSE CAFE),165,WEST   65 STREET,10023.0,2126714313,American,Critical
50099141,VEGAN LOVE,263,EAST   10 STREET,10009.0,7188083623,Vegan_Vegetarian,Not Critical
40888633,SAN LOCO,111,STANTON STREET,10002.0,2122537580,Mexican,Not Critical
50055985,MARCHE MADISON,630,1 AVENUE,10016.0,2127790110,American,Critical
50097893,MILO COFFEE SHOP,503,WEST  181 STREET,10033.0,9172614750,Coffee/Tea,Not Critical
50102393,2 BROS PIZZA,300,WEST   38 STREET,10018.0,212_239111,Pizza,Critical
40910784,JIMBO'S HAMBURGER PALACE,117,DYCKMAN STREET,10040.0,2129429769,American,Critical
50017853,DHABA INDIAN CUISINE,108,LEXINGTON AVENUE,10016.0,2126791284,Indian Subcontinent,Critical
